v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
16	20.9	3.2	8.2	-1	15.1	-1	14.7	9.6	3.9
6.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
29.5	2.6	41.8	38.3	31.2	35.2	52.8	4.9	9.6	34.9
6.8	2.6	3.2	-1	-1	5	-1	-1	9.6	-1
39.7	130.4	102.8	79.3	54.7	145.9	95	78.2	76.8	34.9
4.2	-1	-1	9.6	-1	5	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	9.8	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	7.8	-1	4.1	-1	-1	-1	-1	9.6	-1
0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
27	28.7	41.8	31.5	23.4	35.2	21.1	29.3	86.4	50.5
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
10.1	39.1	19.3	9.6	23.4	20.1	10.6	44	67.2	27.2
-1	-1	-1	1.4	-1	-1	-1	-1	76.8	-1
31.2	96.5	41.8	30.1	179.6	15.1	126.7	63.5	9.6	77.7
14.4	-1	6.4	4.1	15.6	10.1	63.3	9.8	902.6	27.2
-1	-1	-1	1.4	-1	-1	-1	4.9	76.8	-1
54	33.9	57.8	28.7	46.8	135.8	21.1	44	76.8	58.2
46.4	148.6	64.3	46.5	31.2	75.5	63.3	58.7	-1	93.2
-1	-1	-1	2.7	-1	5	-1	-1	-1	-1
1.7	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
74.3	67.8	19.3	21.9	46.8	10.1	21.1	53.8	28.8	31.1
5.1	5.2	9.6	8.2	-1	-1	-1	9.8	38.4	-1
16.9	2.6	6.4	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	3.2	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	28.8	3.9
1.7	5.2	22.5	1.4	-1	10.1	-1	-1	28.8	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	3.9
2.5	-1	-1	4.1	-1	-1	-1	-1	-1	7.8
2.5	-1	-1	-1	15.6	-1	-1	-1	-1	-1
121.6	169.5	73.9	110.8	101.5	85.5	84.4	97.8	326.5	38.8
41.4	60	12.9	88.9	46.8	50.3	84.4	29.3	57.6	34.9
33.8	2.6	6.4	8.2	-1	10.1	-1	14.7	-1	-1
7.6	-1	12.9	4.1	-1	-1	-1	4.9	48	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
11.8	13	6.4	2.7	-1	-1	-1	-1	28.8	7.8
54	33.9	38.6	56.1	15.6	20.1	21.1	73.3	57.6	58.2
37.1	75.6	19.3	32.8	31.2	30.2	42.2	29.3	9.6	15.5
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
3.4	-1	6.4	9.6	-1	-1	-1	-1	9.6	-1
31.2	54.8	9.6	52	7.8	35.2	21.1	24.4	48	31.1
-1	-1	6.4	9.6	39	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
4.2	2.6	-1	2.7	-1	-1	-1	4.9	-1	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
34.6	28.7	9.6	12.3	-1	15.1	63.3	19.6	192	15.5
23.6	-1	12.9	67	15.6	45.3	-1	58.7	163.2	42.7
-1	-1	-1	-1	-1	-1	-1	-1	76.8	-1
75.1	86.1	48.2	65.7	23.4	45.3	21.1	63.5	48	73.8
8.4	18.3	9.6	12.3	-1	25.2	-1	24.4	19.2	7.8
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	10.1	-1	-1	-1	-1
29.5	36.5	64.3	24.6	7.8	75.5	52.8	63.5	144	38.8
79.4	106.9	51.4	175.1	15.6	50.3	73.9	53.8	86.4	27.2
22	7.8	12.9	46.5	23.4	5	-1	4.9	48	15.5
82.7	2.6	9.6	36.9	-1	-1	-1	14.7	-1	23.3
7.6	10.4	6.4	9.6	15.6	10.1	95	29.3	86.4	31.1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	38.4	-1
22	39.1	57.8	49.2	23.4	55.3	31.7	68.4	28.8	69.9
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
51.5	46.9	86.7	119	93.7	40.2	84.4	73.3	86.4	69.9
8.4	-1	-1	5.5	-1	-1	-1	-1	-1	-1
51.5	15.6	12.9	45.1	7.8	20.1	-1	39.1	28.8	15.5
8.4	20.9	6.4	86.2	7.8	-1	-1	9.8	57.6	27.2
43.9	36.5	6.4	19.2	23.4	10.1	-1	44	19.2	23.3
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
11.8	7.8	19.3	26	23.4	5	10.6	-1	345.7	31.1
-1	-1	-1	-1	-1	-1	-1	-1	19.2	-1
4.2	-1	3.2	6.8	-1	15.1	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
59.9	26.1	28.9	46.5	54.7	25.2	10.6	68.4	28.8	34.9
88.6	54.8	189.5	317.4	101.5	75.5	179.4	58.7	76.8	143.7
3.4	-1	3.2	4.1	7.8	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
30.4	39.1	35.3	13.7	15.6	10.1	-1	24.4	19.2	23.3
1.7	-1	67.5	8.2	93.7	5	-1	-1	-1	-1
97.1	83.4	122.1	72.5	437.3	75.5	52.8	68.4	432.1	101
0.8	15.6	19.3	5.5	7.8	5	31.7	19.6	-1	-1
-1	2.6	22.5	4.1	-1	-1	-1	-1	-1	3.9
64.2	49.5	51.4	95.8	85.9	10.1	52.8	78.2	28.8	50.5
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
41.4	54.8	38.6	39.7	15.6	50.3	-1	34.2	57.6	58.2
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
19.4	-1	3.2	10.9	-1	15.1	10.6	4.9	-1	3.9
-1	-1	-1	6.8	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	5	-1	-1	-1	-1
43.9	62.6	57.8	64.3	23.4	90.5	21.1	39.1	19.2	97.1
-1	-1	-1	2.7	-1	-1	-1	14.7	-1	-1
15.2	23.5	12.9	26	31.2	65.4	105.6	14.7	-1	34.9
39.7	26.1	32.1	27.4	23.4	70.4	52.8	19.6	67.2	7.8
0.8	7.8	-1	2.7	-1	-1	-1	-1	-1	-1
7.6	36.5	6.4	21.9	-1	-1	42.2	9.8	9.6	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
4.2	-1	3.2	4.1	-1	-1	-1	4.9	-1	3.9
25.3	99.1	35.3	47.9	15.6	30.2	105.6	34.2	19.2	11.6
-1	-1	-1	-1	-1	5	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	9.8	-1	-1
-1	10.4	3.2	-1	-1	-1	-1	9.8	19.2	-1
53.2	7.8	22.5	12.3	15.6	15.1	-1	14.7	19.2	34.9
4.2	-1	-1	1.4	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
287.9	151.2	179.9	199.7	124.9	150.9	116.1	239.5	144	112.6
-1	-1	-1	-1	-1	-1	-1	-1	19.2	-1
1.7	-1	-1	-1	-1	5	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
5.1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
1.7	41.7	9.6	10.9	15.6	5	10.6	58.7	38.4	31.1
18.6	-1	-1	1.4	-1	-1	-1	-1	-1	23.3
50.7	10.4	25.7	43.8	31.2	20.1	-1	58.7	19.2	66
-1	-1	-1	4.1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
54	-1	-1	4.1	-1	5	-1	-1	-1	-1
12.7	36.5	3.2	16.4	7.8	20.1	21.1	-1	9.6	7.8
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	6.8	-1	10.1	-1	4.9	9.6	-1
-1	2.6	-1	5.5	-1	-1	-1	4.9	-1	3.9
4.2	5.2	12.9	4.1	31.2	-1	10.6	9.8	-1	19.4
-1	-1	-1	-1	-1	-1	-1	-1	-1	11.6
2.5	7.8	22.5	10.9	-1	35.2	21.1	14.7	28.8	7.8
3.4	5.2	-1	-1	-1	-1	-1	-1	-1	3.9
11	-1	-1	-1	-1	10.1	-1	4.9	-1	7.8
46.4	10.4	22.5	56.1	78.1	40.2	21.1	29.3	163.2	69.9
-1	-1	-1	-1	-1	-1	-1	4.9	9.6	-1
12.7	-1	12.9	-1	-1	-1	147.8	24.4	19.2	11.6
81	185.1	163.8	114.9	577.8	35.2	147.8	122.2	67.2	147.5
21.1	31.3	19.3	20.5	15.6	50.3	-1	88	38.4	73.8
1.7	5.2	-1	4.1	156.2	-1	2934.4	68.4	182.4	178.6
0.8	-1	3.2	6.8	-1	5	-1	-1	-1	7.8
6.8	18.3	6.4	6.8	23.4	-1	-1	4.9	28.8	3.9
0.8	2.6	-1	-1	-1	-1	-1	4.9	-1	3.9
2.5	-1	3.2	-1	-1	-1	-1	-1	-1	-1
28.7	39.1	19.3	12.3	7.8	-1	-1	34.2	28.8	11.6
14.4	49.5	61	31.5	78.1	45.3	42.2	83.1	67.2	58.2
1.7	2.6	3.2	-1	-1	-1	-1	4.9	9.6	-1
6.8	2.6	-1	1.4	-1	5	-1	4.9	28.8	3.9
129.2	13	25.7	20.5	39	55.3	-1	14.7	28.8	27.2
206	96.5	340.5	181.9	54.7	286.7	158.3	205.3	57.6	128.1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
3.4	23.5	3.2	6.8	7.8	-1	-1	4.9	96	11.6
-1	5.2	-1	4.1	-1	-1	-1	-1	19.2	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
8.4	7.8	-1	5.5	-1	10.1	-1	19.6	38.4	-1
1.7	-1	9.6	4.1	-1	10.1	-1	-1	-1	-1
2.5	39.1	28.9	13.7	-1	5	-1	44	9.6	-1
117.4	36.5	51.4	56.1	70.3	15.1	42.2	63.5	28.8	38.8
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	6.4	-1	-1	10.1	-1	-1	-1	-1
7.6	-1	3.2	1.4	-1	10.1	-1	4.9	-1	-1
947.3	13	9.6	19.2	23.4	70.4	-1	39.1	38.4	104.8
50.7	5.2	3.2	15	-1	5	-1	-1	9.6	3.9
54	49.5	45	78	-1	50.3	21.1	63.5	19.2	42.7
22.8	60	22.5	32.8	265.5	45.3	42.2	4.9	48	50.5
-1	5.2	-1	-1	-1	-1	-1	4.9	-1	-1
120.7	2.6	19.3	17.8	23.4	15.1	-1	34.2	9.6	3.9
56.6	104.3	99.6	135.4	31.2	45.3	73.9	102.6	57.6	42.7
56.6	49.5	64.3	95.8	70.3	65.4	52.8	83.1	67.2	69.9
130	112.1	48.2	110.8	39	35.2	10.6	176	57.6	58.2
-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
13.5	-1	-1	8.2	-1	-1	-1	-1	-1	7.8
2.5	-1	-1	1.4	-1	-1	73.9	24.4	-1	69.9
145.2	213.8	112.4	132.7	195.2	306.9	116.1	156.4	67.2	465.9
4.2	2.6	-1	4.1	-1	5	-1	4.9	-1	-1
14.4	-1	-1	1.4	-1	-1	-1	-1	-1	3.9
4.2	-1	32.1	5.5	-1	5	-1	58.7	-1	34.9
3.4	2.6	3.2	2.7	-1	-1	-1	4.9	-1	3.9
1.7	-1	-1	-1	23.4	-1	-1	-1	-1	-1
13.5	5.2	9.6	12.3	7.8	25.2	21.1	9.8	38.4	19.4
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
10.1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	19.4
-1	-1	-1	-1	-1	5	-1	-1	-1	-1
57.4	127.8	70.7	64.3	62.5	65.4	137.2	151.5	76.8	163.1
25.3	20.9	9.6	43.8	15.6	20.1	-1	24.4	38.4	38.8
-1	-1	6.4	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	2.6	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	10.6	-1	19.2	-1
31.2	26.1	6.4	31.5	15.6	10.1	21.1	19.6	28.8	93.2
12.7	5.2	-1	6.8	7.8	35.2	10.6	-1	-1	19.4
-1	2.6	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
26.2	44.3	48.2	41	15.6	130.8	63.3	19.6	9.6	46.6
23.6	28.7	12.9	16.4	31.2	-1	31.7	9.8	9.6	15.5
5.1	-1	9.6	6.8	-1	40.2	-1	44	19.2	46.6
-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
-1	125.2	9.6	5.5	-1	40.2	10.6	9.8	105.6	-1
8.4	57.4	9.6	10.9	7.8	20.1	-1	4.9	38.4	23.3
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
26.2	46.9	54.6	41	31.2	70.4	-1	88	48	46.6
-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
16	70.4	109.2	69.8	148.4	35.2	496.1	210.2	115.2	225.2
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
20.3	28.7	9.6	34.2	7.8	15.1	-1	9.8	38.4	7.8
16.9	20.9	12.9	19.2	31.2	25.2	31.7	14.7	38.4	50.5
-1	-1	-1	8.2	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
43.1	-1	3.2	28.7	-1	5	10.6	24.4	9.6	19.4
42.2	88.7	163.8	101.2	195.2	135.8	73.9	58.7	19.2	132
6.8	-1	-1	1.4	-1	-1	-1	34.2	-1	34.9
-1	5.2	-1	2.7	-1	-1	-1	4.9	-1	-1
2.5	-1	-1	8.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
5.9	5.2	6.4	8.2	-1	-1	10.6	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
17.7	-1	12.9	32.8	7.8	20.1	-1	24.4	-1	23.3
19.4	2.6	9.6	36.9	-1	25.2	-1	19.6	-1	19.4
3.4	10.4	-1	2.7	23.4	-1	-1	4.9	9.6	15.5
65.9	33.9	298.8	97.1	70.3	291.8	126.7	122.2	124.8	201.9
31.2	41.7	48.2	45.1	78.1	40.2	31.7	29.3	57.6	38.8
63.3	33.9	67.5	64.3	46.8	20.1	10.6	48.9	96	108.7
140.1	130.4	282.7	138.2	273.3	191.2	31.7	141.7	76.8	143.7
11	138.2	-1	15	-1	-1	10.6	-1	-1	7.8
28.7	44.3	3.2	10.9	15.6	10.1	21.1	19.6	76.8	15.5
-1	13	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	5	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
17.7	10.4	9.6	5.5	-1	25.2	-1	24.4	28.8	54.4
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
49	109.5	41.8	58.8	117.1	90.5	52.8	58.7	38.4	46.6
121.6	2.6	3.2	-1	-1	-1	-1	4.9	-1	-1
28.7	88.7	138.1	114.9	164	25.2	95	185.7	38.4	97.1
540.3	451.1	263.4	383.1	234.2	181.1	84.4	425.2	355.3	139.8
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
54.9	31.3	41.8	67	23.4	130.8	21.1	92.9	9.6	81.5
2.5	-1	-1	8.2	-1	-1	-1	-1	-1	-1
-1	-1	-1	5.5	-1	-1	-1	14.7	-1	-1
-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
19.4	2.6	6.4	15	39	-1	42.2	24.4	-1	19.4
11.8	31.3	38.6	38.3	23.4	25.2	21.1	39.1	48	34.9
-1	-1	-1	13.7	-1	-1	-1	-1	-1	-1
3.4	7.8	6.4	-1	7.8	10.1	211.1	4.9	76.8	54.4
72.6	57.4	86.7	119	46.8	45.3	31.7	234.6	86.4	104.8
162.1	10.4	25.7	41	78.1	80.5	31.7	39.1	201.6	42.7
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	9.6	-1
41.4	75.6	67.5	69.8	39	140.9	137.2	127.1	48	66
23.6	26.1	32.1	42.4	39	45.3	73.9	48.9	28.8	38.8
0.8	-1	16.1	8.2	-1	10.1	42.2	9.8	115.2	7.8
137.6	130.4	128.5	153.2	304.5	271.6	84.4	195.5	153.6	81.5
38	28.7	16.1	36.9	-1	50.3	-1	44	28.8	7.8
26.2	127.8	32.1	43.8	70.3	35.2	21.1	24.4	28.8	23.3
445.8	365.1	443.3	116.3	593.4	256.6	316.7	215.1	633.8	108.7
11.8	28.7	3.2	15	-1	-1	-1	9.8	9.6	-1
-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
1.7	-1	-1	10.9	-1	-1	-1	-1	-1	-1
-1	13	-1	2.7	-1	-1	-1	-1	-1	3.9
25.3	31.3	19.3	151.9	31.2	10.1	-1	4.9	9.6	19.4
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
6.8	7.8	3.2	2.7	-1	15.1	-1	4.9	19.2	3.9
-1	7.8	-1	-1	-1	-1	-1	-1	-1	-1
3.4	23.5	-1	4.1	-1	15.1	-1	4.9	-1	-1
-1	18.3	-1	-1	-1	-1	-1	4.9	19.2	-1
27.9	23.5	6.4	43.8	23.4	45.3	42.2	-1	9.6	46.6
0.8	54.8	6.4	-1	7.8	5	-1	9.8	19.2	-1
-1	5.2	-1	-1	-1	-1	-1	-1	-1	-1
130.9	96.5	154.2	121.8	93.7	231.4	168.9	151.5	86.4	143.7
62.5	2.6	38.6	41	7.8	10.1	52.8	34.2	9.6	27.2
18.6	18.3	16.1	16.4	7.8	20.1	21.1	4.9	-1	50.5
12.7	2.6	19.3	12.3	-1	5	10.6	4.9	-1	-1
59.1	88.7	179.9	101.2	273.3	70.4	105.6	312.8	38.4	139.8
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	3.2	-1	-1	-1	-1	-1	-1	-1
1.7	-1	3.2	76.6	-1	-1	21.1	19.6	28.8	15.5
-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
44.7	62.6	38.6	46.5	54.7	35.2	31.7	63.5	38.4	66
50.7	49.5	48.2	58.8	15.6	35.2	52.8	53.8	57.6	97.1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
6.8	18.3	22.5	41	39	25.2	31.7	14.7	28.8	31.1
-1	-1	-1	-1	-1	-1	-1	-1	57.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
3.4	5.2	-1	1.4	-1	-1	-1	4.9	-1	15.5
16	15.6	19.3	12.3	15.6	10.1	-1	4.9	19.2	7.8
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
9.3	-1	61	64.3	23.4	40.2	316.7	44	124.8	143.7
6.8	13	25.7	35.6	-1	10.1	-1	9.8	38.4	19.4
152	166.9	73.9	176.5	31.2	135.8	84.4	176	134.4	163.1
32.9	18.3	54.6	42.4	31.2	25.2	21.1	48.9	96	31.1
1.7	-1	-1	15	-1	-1	-1	-1	-1	-1
106.4	146	167.1	223	140.5	85.5	21.1	224.8	124.8	58.2
12.7	26.1	19.3	8.2	7.8	5	21.1	19.6	-1	42.7
22	20.9	22.5	10.9	-1	10.1	21.1	24.4	-1	54.4
37.1	13	70.7	60.2	23.4	367.2	10.6	92.9	28.8	213.6
11	15.6	22.5	21.9	281.1	30.2	42.2	34.2	57.6	7.8
38.8	15.6	45	53.4	15.6	40.2	10.6	39.1	134.4	38.8
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
11.8	7.8	16.1	56.1	-1	15.1	10.6	63.5	19.2	31.1
101.3	5.2	9.6	2.7	-1	15.1	-1	-1	9.6	3.9
11	2.6	16.1	1.4	15.6	-1	-1	19.6	38.4	7.8
105.5	44.3	41.8	58.8	23.4	25.2	10.6	58.7	124.8	116.5
1.7	-1	16.1	13.7	15.6	10.1	10.6	14.7	19.2	15.5
11.8	-1	16.1	21.9	-1	10.1	-1	4.9	19.2	11.6
108.9	122.6	93.2	86.2	85.9	130.8	21.1	117.3	38.4	73.8
29.5	26.1	38.6	49.2	7.8	15.1	-1	14.7	19.2	7.8
264.3	276.4	186.3	153.2	452.9	171	73.9	547.4	28.8	524.2
508.3	49.5	128.5	151.9	234.2	25.2	-1	73.3	28.8	69.9
82.7	10.4	48.2	43.8	101.5	95.6	63.3	68.4	220.9	46.6
35.5	65.2	99.6	53.4	46.8	25.2	21.1	58.7	38.4	69.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
25.3	18.3	48.2	16.4	39	40.2	-1	24.4	134.4	46.6
20.3	28.7	16.1	10.9	15.6	25.2	-1	24.4	9.6	15.5
2.5	-1	3.2	20.5	7.8	-1	-1	14.7	-1	11.6
7.6	-1	-1	4.1	-1	5	-1	-1	-1	15.5
4.2	-1	-1	5.5	-1	5	-1	-1	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
74.3	399	420.8	158.7	273.3	382.3	221.7	283.5	67.2	1595.8
35.5	2.6	3.2	5.5	-1	-1	-1	4.9	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	3.9
14.4	10.4	19.3	10.9	-1	-1	-1	29.3	28.8	31.1
123.3	607.6	263.4	205.2	327.9	322	1520	425.2	57.6	120.4
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
38.8	237.3	57.8	78	288.9	120.7	116.1	107.5	19.2	260.1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	3.9
37.1	15.6	25.7	36.9	31.2	10.1	10.6	19.6	67.2	27.2
-1	10.4	-1	-1	-1	-1	-1	-1	9.6	-1
342.8	894.4	620	403.6	827.7	1101.7	506.7	479	201.6	1118.3
68.4	198.2	118.9	99.9	62.5	95.6	95	92.9	105.6	77.7
32.1	2.6	3.2	6.8	-1	-1	-1	-1	9.6	19.4
12.7	-1	6.4	2.7	15.6	-1	-1	-1	9.6	3.9
16	-1	3.2	2.7	-1	5	-1	-1	-1	7.8
52.3	78.2	57.8	54.7	39	100.6	73.9	29.3	28.8	42.7
22.8	13	3.2	46.5	15.6	30.2	10.6	44	9.6	15.5
-1	-1	-1	172.4	-1	-1	-1	-1	-1	-1
43.9	54.8	93.2	68.4	117.1	60.4	10.6	73.3	76.8	11.6
12.7	15.6	9.6	5.5	-1	5	-1	9.8	19.2	19.4
2.5	2.6	3.2	8.2	7.8	5	-1	4.9	38.4	7.8
-1	7.8	6.4	8.2	-1	-1	10.6	9.8	28.8	3.9
7.6	-1	-1	4.1	-1	-1	-1	-1	28.8	34.9
-1	-1	3.2	-1	-1	5	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	10.6	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
167.2	31.3	35.3	56.1	23.4	30.2	10.6	78.2	96	38.8
81.9	57.4	96.4	67	54.7	35.2	21.1	39.1	57.6	81.5
1273.2	1872.3	947.7	1725.1	1249.3	1715.4	517.2	982.4	1757.2	780.4
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	5.2	6.4	9.6	15.6	20.1	-1	9.8	-1	3.9
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	9.6	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	13	9.6	13.7	15.6	15.1	10.6	44	9.6	15.5
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
89.5	122.6	96.4	113.5	117.1	110.7	126.7	127.1	288.1	101
10.1	20.9	6.4	4.1	-1	15.1	21.1	-1	9.6	23.3
5.1	2.6	3.2	5.5	23.4	5	-1	4.9	86.4	7.8
2.5	-1	-1	15	-1	-1	10.6	-1	-1	-1
-1	-1	-1	-1	7.8	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	3.2	-1	-1	-1	-1	-1	-1	-1
7.6	2.6	6.4	16.4	-1	25.2	-1	19.6	9.6	11.6
-1	-1	-1	15	-1	10.1	-1	-1	38.4	50.5
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	3.2	-1	-1	-1	-1	4.9	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	10.4	-1	-1	-1	-1	-1	4.9	-1	-1
20.3	23.5	19.3	10.9	-1	5	-1	34.2	19.2	3.9
2.5	5.2	6.4	8.2	15.6	30.2	-1	9.8	-1	3.9
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	9.6	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	2.7	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	15.6	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
48.1	60	32.1	57.5	15.6	25.2	31.7	24.4	28.8	27.2
-1	-1	3.2	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
275.2	101.7	144.6	120.4	132.7	276.7	42.2	53.8	19.2	23.3
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1.7	-1	-1	8.2	-1	-1	-1	-1	-1	-1
49.8	57.4	28.9	23.3	15.6	65.4	42.2	19.6	57.6	23.3
-1	7.8	3.2	-1	7.8	10.1	-1	-1	-1	-1
0.8	-1	-1	2.7	-1	-1	-1	4.9	-1	-1
0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
2.5	-1	-1	5.5	7.8	-1	-1	4.9	-1	3.9
