NCBI_UnigeneID	v1_brain	v2_blood	v3_connective	v4_reproductive	v5_muscular	v6_alimentary	v7_liver	v8_lung	v9_urinary	v10_endo/exo-crine
Hs.241407	-1	-1	28.9	1.4	-1	-1	-1	4.9	-1	-1
Hs.241411	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241414	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.241416	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.241421	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241429	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241431	303.9	10.4	6.4	32.8	15.6	5	21.1	9.8	-1	23.3
Hs.241503	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241517	1.7	18.3	90	9.6	-1	30.2	21.1	14.7	-1	15.5
Hs.241523	31.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241529	2.5	5.2	-1	9.6	-1	65.4	21.1	-1	96	23.3
Hs.241543	88.6	54.8	112.4	87.6	132.7	50.3	31.7	83.1	124.8	85.4
Hs.241545	26.2	57.4	51.4	56.1	62.5	10.1	21.1	39.1	38.4	38.8
Hs.241546	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.241551	10.1	2.6	77.1	15	-1	-1	-1	190.6	-1	11.6
Hs.241559	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.241564	11.8	5.2	6.4	-1	-1	25.2	-1	-1	-1	38.8
Hs.241570	1.7	70.4	3.2	9.6	15.6	5	-1	127.1	-1	-1
Hs.241575	73.5	26.1	38.6	47.9	31.2	25.2	10.6	63.5	86.4	31.1
Hs.241576	110.6	127.8	147.8	82.1	62.5	45.3	31.7	102.6	115.2	77.7
Hs.241586	1.7	-1	3.2	8.2	23.4	-1	-1	-1	-1	-1
Hs.241597	71.8	-1	-1	-1	-1	15.1	-1	-1	-1	-1
Hs.24167	52.3	49.5	45	58.8	31.2	30.2	21.1	68.4	57.6	31.1
Hs.24178	44.7	52.2	35.3	57.5	-1	50.3	52.8	14.7	57.6	50.5
Hs.241797	16.9	302.5	109.2	41	23.4	65.4	52.8	53.8	19.2	11.6
Hs.241942	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24198	3.4	7.8	6.4	6.8	-1	-1	-1	4.9	28.8	3.9
Hs.2420	54	-1	192.8	49.2	46.8	25.2	-1	19.6	28.8	11.6
Hs.242014	-1	-1	-1	-1	-1	35.2	52.8	-1	28.8	-1
Hs.242038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242057	0.8	-1	57.8	15	7.8	155.9	-1	-1	-1	-1
Hs.2421	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.24212	53.2	31.3	64.3	31.5	70.3	-1	42.2	73.3	38.4	15.5
Hs.242143	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242159	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242183	-1	-1	-1	9.6	-1	-1	-1	-1	-1	-1
Hs.242196	6.8	2.6	-1	2.7	-1	5	-1	-1	-1	3.9
Hs.242206	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242211	0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.242240	1.7	-1	-1	-1	-1	-1	-1	4.9	9.6	-1
Hs.24236	-1	-1	-1	41	-1	-1	-1	-1	-1	-1
Hs.242458	63.3	52.2	151	99.9	78.1	95.6	21.1	88	19.2	120.4
Hs.242520	0.8	26.1	6.4	6.8	-1	-1	-1	4.9	-1	-1
Hs.242576	1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24258	145.2	28.7	22.5	64.3	93.7	35.2	31.7	73.3	115.2	77.7
Hs.242717	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24276	-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
Hs.242774	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242804	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.242821	49.8	-1	-1	4.1	-1	-1	-1	-1	-1	23.3
Hs.24286	4.2	2.6	6.4	105.3	-1	-1	21.1	9.8	9.6	3.9
Hs.242870	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.242878	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.242947	36.3	46.9	57.8	38.3	70.3	20.1	285	4.9	9.6	23.3
Hs.2430	65	23.5	41.8	34.2	70.3	45.3	10.6	24.4	19.2	66
Hs.24301	100.5	73	106	53.4	124.9	95.6	31.7	136.9	172.8	201.9
Hs.243016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24309	22	2.6	-1	53.4	-1	5	-1	-1	-1	23.3
Hs.24321	26.2	-1	-1	52	-1	-1	10.6	9.8	19.2	34.9
Hs.243272	-1	7.8	-1	-1	-1	65.4	-1	-1	-1	-1
Hs.243326	26.2	26.1	28.9	32.8	15.6	15.1	10.6	24.4	9.6	38.8
Hs.243423	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.243467	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.243488	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.243521	-1	-1	-1	-1	-1	-1	-1	14.7	-1	-1
Hs.243528	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.243564	5.1	83.4	9.6	5.5	-1	5	-1	14.7	9.6	7.8
Hs.243596	15.2	36.5	35.3	32.8	7.8	5	21.1	9.8	19.2	38.8
Hs.243678	29.5	-1	-1	4.1	7.8	-1	-1	-1	-1	3.9
Hs.24379	60.8	23.5	32.1	47.9	62.5	25.2	10.6	48.9	28.8	77.7
Hs.243837	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.243861	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.243865	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.243987	8.4	2.6	-1	34.2	39	35.2	42.2	14.7	19.2	34.9
Hs.243994	87	13	32.1	28.7	70.3	30.2	10.6	14.7	19.2	46.6
Hs.244000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244139	26.2	70.4	51.4	38.3	-1	25.2	10.6	39.1	9.6	19.4
Hs.244140	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.2442	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24422	11.8	18.3	9.6	16.4	-1	5	10.6	-1	-1	15.5
Hs.244230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244250	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244341	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.244349	0.8	-1	3.2	-1	-1	-1	-1	9.8	-1	-1
Hs.244363	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244378	38	46.9	12.9	5.5	-1	10.1	21.1	39.1	9.6	7.8
Hs.244391	8.4	7.8	-1	5.5	15.6	5	10.6	-1	48	15.5
Hs.244569	-1	7.8	131.7	-1	-1	5	-1	-1	-1	3.9
Hs.244580	29.5	138.2	67.5	97.1	46.8	166	105.6	39.1	9.6	19.4
Hs.244590	263.4	20.9	16.1	105.3	31.2	115.7	52.8	39.1	57.6	42.7
Hs.244595	59.1	49.5	48.2	41	31.2	30.2	63.3	34.2	38.4	34.9
Hs.244651	50.7	36.5	45	31.5	39	35.2	10.6	19.6	67.2	50.5
Hs.244666	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244723	0.8	5.2	3.2	32.8	31.2	5	10.6	-1	-1	-1
Hs.244740	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244768	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244772	5.9	-1	3.2	1.4	-1	-1	-1	4.9	-1	-1
Hs.244777	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244783	-1	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.24485	44.7	46.9	35.3	52	23.4	20.1	95	19.6	105.6	38.8
Hs.244855	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244858	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.244862	0.8	-1	-1	-1	-1	5	-1	-1	9.6	-1
Hs.244940	17.7	2.6	12.9	41	15.6	50.3	42.2	58.7	134.4	42.7
Hs.245002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245044	50.7	-1	6.4	26	-1	-1	21.1	4.9	9.6	7.8
Hs.245092	-1	-1	-1	6.8	-1	-1	-1	9.8	-1	-1
Hs.24510	-1	-1	-1	15	-1	-1	-1	-1	-1	-1
Hs.245130	-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.245131	-1	-1	-1	-1	-1	-1	-1	-1	38.4	-1
Hs.245132	-1	-1	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.245142	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.245144	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245146	-1	5.2	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24529	7.6	44.3	32.1	26	7.8	10.1	31.7	4.9	9.6	3.9
Hs.245367	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.245372	24.5	26.1	32.1	46.5	15.6	40.2	105.6	44	172.8	15.5
Hs.245390	2.5	7.8	6.4	-1	15.6	-1	-1	4.9	19.2	-1
Hs.245405	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24545	54	75.6	19.3	50.6	15.6	60.4	-1	34.2	48	73.8
Hs.245476	0.8	-1	-1	23.3	-1	-1	-1	-1	9.6	-1
Hs.245477	-1	-1	-1	-1	-1	-1	-1	-1	9.6	-1
Hs.24553	12.7	10.4	32.1	101.2	7.8	15.1	-1	14.7	86.4	7.8
Hs.245540	31.2	36.5	22.5	65.7	31.2	20.1	73.9	53.8	-1	31.1
Hs.245558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245559	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24557	55.7	36.5	41.8	113.5	15.6	35.2	21.1	19.6	230.5	23.3
Hs.245611	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245666	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.245720	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.245738	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245745	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245751	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245768	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245791	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245793	2.5	-1	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.245798	22.8	15.6	3.2	17.8	-1	5	10.6	19.6	28.8	3.9
Hs.245812	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.245828	5.1	33.9	3.2	4.1	-1	-1	-1	14.7	-1	-1
Hs.24583	25.3	13	9.6	108.1	15.6	15.1	31.7	29.3	86.4	23.3
Hs.245869	23.6	26.1	38.6	52	78.1	115.7	21.1	48.9	76.8	46.6
Hs.24587	33.8	2.6	35.3	50.6	70.3	5	-1	34.2	57.6	34.9
Hs.245886	5.1	-1	-1	-1	-1	5	-1	4.9	-1	-1
Hs.245931	-1	5.2	-1	-1	-1	5	-1	-1	-1	-1
Hs.24598	97.1	52.2	118.9	95.8	109.3	523.2	168.9	68.4	86.4	104.8
Hs.24601	132.6	26.1	147.8	1266.8	257.7	482.9	21.1	205.3	96	108.7
Hs.246046	1.7	20.9	6.4	6.8	-1	25.2	42.2	-1	57.6	7.8
Hs.246062	-1	-1	-1	4.1	-1	-1	-1	-1	-1	-1
Hs.24611	-1	-1	-1	43.8	-1	-1	-1	-1	-1	-1
Hs.246112	147.7	195.6	231.3	197	124.9	176.1	42.2	185.7	48	163.1
Hs.246177	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246205	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246214	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24624	42.2	26.1	3.2	43.8	23.4	5	-1	19.6	19.2	-1
Hs.246284	-1	5.2	3.2	9.6	-1	-1	-1	-1	-1	3.9
Hs.246303	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246310	81	104.3	134.9	67	406	85.5	158.3	73.3	19.2	54.4
Hs.246334	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.246365	-1	2.6	-1	2.7	-1	15.1	-1	4.9	-1	-1
Hs.246367	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246381	5.1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.24640	184.9	39.1	6.4	58.8	-1	5	-1	14.7	-1	7.8
Hs.246405	1.7	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.246413	180.7	245.1	202.4	210.7	117.1	357.2	95	263.9	96	209.7
Hs.246421	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24643	27.9	7.8	12.9	32.8	-1	10.1	-1	14.7	9.6	11.6
Hs.246477	0.8	-1	-1	-1	-1	-1	-1	-1	9.6	7.8
Hs.2465	1.7	18.3	6.4	21.9	-1	5	10.6	-1	9.6	-1
Hs.246506	122.4	15.6	38.6	42.4	296.7	75.5	-1	24.4	76.8	81.5
Hs.246508	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.246509	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246512	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24656	48.1	28.7	45	87.6	15.6	45.3	126.7	53.8	57.6	27.2
Hs.246590	4.2	-1	-1	2.7	-1	-1	-1	4.9	-1	-1
Hs.246593	1.7	7.8	-1	6.8	-1	-1	-1	4.9	9.6	-1
Hs.246726	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246740	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.246769	34.6	117.3	38.6	173.7	109.3	120.7	42.2	107.5	76.8	31.1
Hs.24678	17.7	18.3	9.6	50.6	7.8	10.1	52.8	19.6	38.4	46.6
Hs.246781	-1	-1	-1	1.4	-1	-1	-1	4.9	-1	101
Hs.24684	49	31.3	32.1	71.1	31.2	10.1	52.8	127.1	76.8	108.7
Hs.24701	15.2	5.2	6.4	19.2	-1	20.1	-1	9.8	38.4	3.9
Hs.247077	329.3	263.4	408	273.6	320.1	367.2	95	698.9	336.1	291.2
Hs.247150	0.8	-1	6.4	-1	-1	5	-1	4.9	-1	-1
Hs.247186	32.9	91.3	19.3	78	15.6	40.2	-1	48.9	38.4	31.1
Hs.24719	511.6	174.7	67.5	79.3	109.3	115.7	-1	132	182.4	66
Hs.247280	38.8	117.3	22.5	57.5	15.6	105.6	-1	39.1	28.8	69.9
Hs.247323	13.5	23.5	12.9	8.2	-1	5	-1	24.4	-1	-1
Hs.247362	58.3	46.9	28.9	46.5	23.4	30.2	-1	151.5	134.4	62.1
Hs.247460	41.4	28.7	25.7	8.2	23.4	65.4	10.6	34.2	9.6	3.9
Hs.247478	22	31.3	19.3	35.6	39	20.1	42.2	29.3	19.2	11.6
Hs.247565	298.9	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24763	30.4	33.9	41.8	47.9	31.2	55.3	10.6	92.9	19.2	77.7
Hs.247686	1.7	-1	-1	-1	7.8	-1	-1	-1	38.4	-1
Hs.247694	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247700	3.4	20.9	-1	-1	-1	-1	-1	9.8	-1	-1
Hs.247710	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247711	0.8	2.6	3.2	8.2	-1	-1	-1	-1	-1	3.9
Hs.247717	-1	-1	-1	-1	-1	-1	-1	-1	-1	3.9
Hs.247729	1.7	-1	-1	13.7	15.6	5	-1	4.9	-1	-1
Hs.247744	2.5	-1	-1	-1	-1	30.2	10.6	-1	-1	7.8
Hs.247776	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.247787	4.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247812	-1	5.2	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247813	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247814	0.8	-1	6.4	-1	-1	-1	52.8	-1	-1	-1
Hs.247815	4.2	10.4	3.2	-1	-1	10.1	31.7	-1	-1	-1
Hs.247816	-1	2.6	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.247824	-1	13	-1	4.1	-1	-1	-1	14.7	-1	3.9
Hs.247828	15.2	10.4	6.4	13.7	7.8	-1	-1	19.6	48	11.6
Hs.247831	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247838	-1	5.2	-1	-1	-1	-1	10.6	-1	-1	-1
Hs.247862	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247868	10.1	-1	6.4	39.7	-1	-1	-1	4.9	-1	-1
Hs.247879	-1	15.6	-1	6.8	-1	10.1	10.6	24.4	-1	-1
Hs.247883	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247885	1.7	2.6	-1	1.4	-1	-1	-1	-1	19.2	-1
Hs.247888	15.2	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247905	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247916	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247921	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.247934	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247940	39.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247975	-1	-1	3.2	2.7	-1	-1	-1	-1	-1	-1
Hs.247978	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.247979	-1	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248017	33.8	10.4	6.4	46.5	-1	15.1	-1	-1	9.6	3.9
Hs.248018	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248049	5.9	-1	16.1	9.6	7.8	5	-1	39.1	9.6	3.9
Hs.248055	-1	-1	-1	1.4	-1	5	-1	4.9	-1	-1
Hs.248056	-1	-1	-1	1.4	-1	-1	-1	9.8	-1	15.5
Hs.248086	8.4	-1	22.5	-1	-1	-1	-1	-1	-1	3.9
Hs.248087	1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248100	0.8	5.2	-1	-1	-1	5	-1	-1	-1	3.9
Hs.248101	-1	-1	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.248102	5.1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248112	27.9	-1	-1	2.7	-1	-1	-1	-1	9.6	-1
Hs.248114	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.248115	-1	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.248116	-1	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.248117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248118	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248119	5.1	-1	-1	6.8	-1	-1	-1	-1	-1	3.9
Hs.248122	17.7	-1	-1	6.8	-1	-1	10.6	-1	-1	3.9
Hs.248124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248126	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248127	1.7	-1	-1	-1	-1	-1	-1	-1	-1	15.5
Hs.248129	-1	-1	-1	8.2	-1	-1	-1	-1	-1	-1
Hs.248131	3.4	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248133	2.5	10.4	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.248136	-1	-1	-1	5.5	-1	-1	-1	-1	-1	7.8
Hs.248137	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248138	1.7	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.248139	6.8	2.6	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.248140	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248141	7.6	-1	6.4	1.4	7.8	-1	-1	-1	-1	11.6
Hs.248144	1.7	-1	-1	-1	-1	-1	-1	-1	-1	23.3
Hs.248145	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248149	2.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248153	64.2	28.7	25.7	38.3	-1	100.6	21.1	19.6	19.2	19.4
Hs.248156	0.8	20.9	-1	1.4	-1	-1	-1	34.2	9.6	-1
Hs.248158	5.1	-1	-1	-1	-1	-1	-1	-1	57.6	-1
Hs.248159	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248160	22	-1	3.2	-1	-1	-1	-1	-1	-1	15.5
Hs.248162	5.1	-1	-1	5.5	-1	-1	-1	4.9	9.6	-1
Hs.248164	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248171	-1	-1	3.2	2.7	-1	-1	-1	-1	-1	-1
Hs.248172	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.248174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248176	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.248178	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248179	-1	2.6	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.248183	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248184	0.8	-1	-1	5.5	-1	-1	-1	-1	-1	-1
Hs.248188	-1	-1	-1	-1	-1	40.2	-1	-1	-1	-1
Hs.248189	-1	-1	-1	-1	-1	15.1	-1	4.9	-1	-1
Hs.248192	6.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248197	2.5	18.3	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248198	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248201	1.7	5.2	-1	4.1	-1	-1	-1	-1	-1	3.9
Hs.248202	5.1	-1	-1	-1	-1	20.1	10.6	-1	-1	-1
Hs.248204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.248217	-1	-1	-1	-1	-1	-1	10.6	-1	9.6	104.8
Hs.248267	29.5	23.5	16.1	27.4	15.6	35.2	63.3	44	76.8	38.8
Hs.248290	18.6	2.6	-1	15	-1	5	-1	4.9	19.2	15.5
Hs.248294	1.7	-1	-1	15	-1	-1	-1	4.9	67.2	-1
Hs.248299	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.2484	-1	31.3	-1	8.2	-1	-1	-1	4.9	-1	3.9
Hs.248437	11	20.9	6.4	32.8	7.8	-1	10.6	-1	28.8	11.6
Hs.248472	14.4	93.9	12.9	8.2	15.6	15.1	-1	29.3	28.8	3.9
Hs.248572	32.1	39.1	28.9	28.7	23.4	50.3	31.7	24.4	48	11.6
Hs.248746	31.2	138.2	73.9	95.8	7.8	110.7	95	58.7	48	135.9
Hs.248785	97.9	52.2	86.7	47.9	148.4	25.2	52.8	78.2	374.5	38.8
Hs.248815	27.9	28.7	22.5	17.8	-1	50.3	-1	48.9	28.8	11.6
Hs.24889	54.9	5.2	3.2	13.7	23.4	15.1	21.1	39.1	28.8	42.7
Hs.248894	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.2490	4.2	52.2	48.2	13.7	15.6	70.4	-1	29.3	28.8	-1
Hs.249053	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.24907	0.8	-1	-1	-1	-1	-1	-1	4.9	-1	-1
Hs.249102	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249125	0.8	2.6	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249129	1.7	-1	77.1	-1	23.4	-1	-1	-1	-1	15.5
Hs.249159	17.7	-1	-1	13.7	31.2	-1	-1	-1	9.6	34.9
Hs.249170	8.4	2.6	6.4	-1	-1	-1	-1	4.9	-1	-1
Hs.249171	4.2	-1	3.2	43.8	-1	15.1	-1	-1	-1	-1
Hs.249184	12.7	5.2	9.6	9.6	-1	30.2	-1	4.9	38.4	-1
Hs.249196	8.4	-1	9.6	2.7	23.4	-1	-1	-1	-1	-1
Hs.249200	4.2	-1	-1	-1	-1	-1	-1	-1	-1	3.9
Hs.249211	-1	-1	3.2	-1	-1	-1	-1	-1	-1	-1
Hs.249217	0.8	266	12.9	-1	-1	-1	21.1	24.4	-1	-1
Hs.249227	27.9	2.6	-1	6.8	-1	-1	-1	-1	-1	3.9
Hs.249352	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249366	0.8	-1	-1	6.8	-1	-1	-1	-1	-1	-1
Hs.249441	26.2	18.3	38.6	46.5	93.7	25.2	21.1	48.9	57.6	54.4
Hs.249443	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24950	13.5	60	-1	20.5	7.8	50.3	10.6	4.9	19.2	97.1
Hs.24951	9.3	-1	-1	17.8	-1	-1	-1	-1	-1	11.6
Hs.249545	0.8	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249546	-1	-1	-1	-1	-1	-1	-1	4.9	-1	3.9
Hs.24956	52.3	41.7	41.8	27.4	-1	80.5	-1	39.1	28.8	19.4
Hs.249591	33.8	52.2	35.3	65.7	23.4	70.4	42.2	34.2	57.6	50.5
Hs.249600	187.4	117.3	170.3	106.7	54.7	145.9	10.6	176	115.2	46.6
Hs.249683	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.249689	0.8	5.2	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24969	35.5	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249709	-1	-1	-1	1.4	-1	-1	-1	-1	-1	-1
Hs.249718	135.9	96.5	77.1	113.5	85.9	80.5	84.4	127.1	153.6	54.4
Hs.249730	1.7	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249741	-1	5.2	-1	-1	15.6	-1	10.6	-1	-1	-1
Hs.24976	16.9	5.2	3.2	42.4	288.9	5	52.8	-1	-1	-1
Hs.24979	22.8	2.6	22.5	2.7	-1	25.2	-1	4.9	-1	7.8
Hs.249795	3.4	-1	-1	12.3	-1	-1	-1	-1	-1	11.6
Hs.249828	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249882	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.24990	5.9	-1	-1	2.7	-1	-1	-1	-1	-1	-1
Hs.249960	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249970	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
Hs.249972	4.2	2.6	6.4	5.5	-1	-1	-1	14.7	-1	15.5
Hs.24998	33.8	36.5	6.4	24.6	31.2	10.1	21.1	29.3	19.2	15.5
Hs.249996	122.4	106.9	70.7	91.7	46.8	75.5	42.2	48.9	115.2	42.7
Hs.250	2.5	-1	12.9	8.2	-1	30.2	21.1	14.7	9.6	19.4
Hs.250002	0.8	-1	-1	1.4	-1	-1	-1	-1	-1	-1
